geography,time_stamp_utc,dt,Latitude,Longitude,res_id,stockout
koramangala,03JAN2018:15:15:12,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:15:39,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:18:18,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:18:45,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:19:15,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:20:19,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:20:46,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:22:16,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:22:43,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:24:43,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:26:15,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:26:43,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:28:40,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:52:13,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:52:39,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:53:11,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:53:39,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:54:19,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:54:44,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:56:14,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:58:14,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:58:41,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:59:14,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,03JAN2018:15:59:42,03JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:14:41:41,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:14:42:14,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:14:42:42,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:14:44:41,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:14:45:17,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:14:45:47,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:02:42,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:05:19,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:14:17,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:34:17,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:34:45,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:36:19,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:36:45,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:37:18,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:37:47,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:39:16,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:44:13,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:44:42,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:46:14,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:46:41,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:47:17,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:47:44,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:48:17,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:48:45,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:49:12,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:50:18,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:50:47,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:52:13,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:52:40,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:53:14,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:53:42,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:54:16,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:55:41,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:57:11,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:57:39,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:58:12,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:58:41,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,04JAN2018:15:59:14,04JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:20:41,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:21:12,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:21:40,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:22:14,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:22:41,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:23:42,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:24:12,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:24:40,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:25:15,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:25:44,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:26:19,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:26:47,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:28:17,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:30:51,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:32:21,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:32:49,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:34:14,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:34:43,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:35:15,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:35:42,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:36:42,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:52:43,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:54:18,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:54:47,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:55:18,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:55:46,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:57:13,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:57:40,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:58:16,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,05JAN2018:15:59:43,05JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:04:13,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:04:40,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:05:19,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:05:47,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:07:13,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:07:41,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:08:15,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:08:43,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:09:13,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:09:42,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:10:16,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:11:13,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:11:40,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:12:21,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:14:18,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:14:46,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:15:21,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:15:47,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:17:13,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:17:41,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:18:20,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:19:20,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:19:48,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:21:13,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:30:18,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:32:14,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:32:45,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:33:15,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:34:15,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:34:44,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,06JAN2018:15:36:14,06JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:13:15,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:23:48,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:25:46,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:27:17,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:29:15,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:29:42,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:30:22,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:30:45,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:32:20,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:32:47,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:34:16,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:34:43,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:35:45,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:37:18,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:37:47,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:39:19,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:39:46,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:40:16,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:40:42,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:42:48,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:44:21,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:45:25,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:45:50,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:46:45,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:48:15,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:48:45,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:50:20,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:50:46,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:52:17,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:52:43,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:53:12,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:53:41,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:54:15,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:54:40,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:55:46,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:57:19,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:58:17,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:14:58:44,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:00:18,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:00:44,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:03:13,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:03:40,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:04:45,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:51:40,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:52:17,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:52:44,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:54:17,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:54:46,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:56:43,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:59:15,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,07JAN2018:15:59:43,07JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:12:14,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:12:44,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:13:16,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:14:12,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:14:40,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:15:21,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:15:46,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:17:13,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:17:39,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:18:16,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:18:42,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:20:19,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:20:45,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:22:15,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:23:14,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:23:41,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:24:19,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:24:46,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:25:17,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:26:16,08JAN2018,12.952483891,77.622799985,18460060,1
