"delivery_driver_id","date","login_time","logout_time","locality_name","city_name","latitude","longitude"
28,2017-12-31,2018-01-01 05:24:26,2018-01-01 05:24:31,"Koramangala","Bangalore",,
28,2017-12-31,2018-01-01 05:29:24,2018-01-01 05:56:38,"Koramangala","Bangalore",,
28,2018-01-01,2018-01-01 06:22:50,2018-01-01 06:27:35,"Koramangala","Bangalore",,
28,2018-01-04,2018-01-04 07:39:19,2018-01-04 10:00:20,"Koramangala","Bangalore",12.9336452484131,77.6140365600586
28,2018-01-04,2018-01-04 11:19:31,2018-01-04 16:36:50,"Koramangala","Bangalore",12.9360942840576,77.6287536621094
28,2018-01-04,2018-01-04 10:00:54,2018-01-04 10:01:39,"Koramangala","Bangalore",12.9360847473145,77.6287841796875
28,2018-01-04,2018-01-05 05:28:10,2018-01-05 08:56:41,"Koramangala","Bangalore",,
28,2018-01-04,2018-01-04 05:31:55,2018-01-04 07:29:23,"Koramangala","Bangalore",,
28,2018-01-05,2018-01-05 09:00:24,2018-01-05 15:08:29,"Koramangala","Bangalore",12.9311685562134,77.6326217651367
28,2018-01-07,2018-01-07 11:03:36,2018-01-07 11:49:55,"Koramangala","Bangalore",12.9311828613281,77.6325988769531
28,2018-01-07,2018-01-07 05:32:45,2018-01-07 10:16:59,"Koramangala","Bangalore",,
28,2018-01-10,2018-01-10 11:49:47,2018-01-10 14:05:52,"Koramangala","Bangalore",12.9289379119873,77.6216812133789
28,2018-01-10,2018-01-10 08:25:14,2018-01-10 09:31:44,"Koramangala","Bangalore",,
28,2018-01-11,2018-01-11 13:15:44,2018-01-11 16:17:36,"Koramangala","Bangalore",12.9341096878052,77.6290969848633
28,2018-01-11,2018-01-11 06:41:10,2018-01-11 09:35:25,"Koramangala","Bangalore",,
28,2018-01-12,2018-01-12 06:05:28,2018-01-12 06:55:38,"Koramangala","Bangalore",12.9342441558838,77.6288986206055
28,2018-01-12,2018-01-12 10:01:15,2018-01-12 11:08:13,"Koramangala","Bangalore",12.9308786392212,77.6181335449219
28,2018-01-12,2018-01-12 12:55:01,2018-01-12 16:54:41,"Koramangala","Bangalore",12.9310064315796,77.6326370239258
28,2018-01-12,2018-01-12 07:42:31,2018-01-12 07:42:47,"Koramangala","Bangalore",,
28,2018-01-12,2018-01-12 07:47:23,2018-01-12 09:58:19,"Koramangala","Bangalore",,
28,2018-01-13,2018-01-14 05:21:44,2018-01-14 13:13:25,"Koramangala","Bangalore",12.9277830123901,77.6212387084961
28,2018-01-13,2018-01-13 06:26:43,2018-01-13 10:06:47,"Koramangala","Bangalore",,
28,2018-01-13,2018-01-13 13:52:55,2018-01-13 16:57:57,"Koramangala","Bangalore",,
28,2018-01-14,2018-01-15 05:28:32,2018-01-15 09:48:42,"Koramangala","Bangalore",12.9453506469727,77.6229553222656
28,2018-01-14,2018-01-14 13:24:29,2018-01-14 16:06:40,"Koramangala","Bangalore",12.9358625411987,77.6201858520508
28,2018-01-14,2018-01-15 04:51:52,2018-01-15 05:28:21,"Koramangala","Bangalore",,
28,2018-01-15,2018-01-15 14:01:11,2018-01-15 15:33:50,"Koramangala","Bangalore",12.9372491836548,77.6196060180664
28,2018-01-15,2018-01-15 15:34:57,2018-01-15 16:10:09,"Koramangala","Bangalore",,
28,2018-01-16,2018-01-16 11:59:52,2018-01-16 14:18:22,"Koramangala","Bangalore",12.9341135025024,77.6291427612305
28,2018-01-16,2018-01-16 11:26:19,2018-01-16 11:59:11,"Koramangala","Bangalore",,
28,2018-01-17,2018-01-17 08:10:51,2018-01-17 10:02:00,"Koramangala","Bangalore",12.9388847351074,77.6229782104492
28,2018-01-17,2018-01-17 06:06:55,2018-01-17 08:10:38,"Koramangala","Bangalore",12.939435005188,77.6258926391602
28,2018-01-19,2018-01-19 07:12:39,2018-01-19 09:59:55,"Koramangala","Bangalore",12.9248342514038,77.6277313232422
28,2018-01-19,2018-01-19 11:00:17,2018-01-19 14:14:56,"Koramangala","Bangalore",,
28,2018-01-20,2018-01-20 09:15:56,2018-01-20 15:49:41,"Koramangala","Bangalore",12.9307174682617,77.6244964599609
28,2018-01-20,2018-01-21 03:58:20,2018-01-21 17:21:23,"Koramangala","Bangalore",12.9315662384033,77.6324768066406
28,2018-01-20,2018-01-21 02:36:45,2018-01-21 02:39:47,"Koramangala","Bangalore",,
28,2018-01-20,2018-01-20 05:55:57,2018-01-20 08:53:10,"Koramangala","Bangalore",,
28,2018-01-23,2018-01-23 05:57:36,2018-01-23 11:15:26,"Koramangala","Bangalore",12.9370288848877,77.6307830810547
28,2018-01-23,2018-01-23 13:28:07,2018-01-23 14:06:07,"Koramangala","Bangalore",12.9468936920166,77.6224822998047
28,2018-01-23,2018-01-23 14:13:41,2018-01-23 14:58:57,"Koramangala","Bangalore",12.9348163604736,77.6126403808594
28,2018-01-23,2018-01-23 14:59:01,2018-01-23 16:19:20,"Koramangala","Bangalore",12.9358682632446,77.615966796875
28,2018-01-23,2018-01-23 11:32:23,2018-01-23 12:45:34,"Koramangala","Bangalore",12.9333810806274,77.6231918334961
28,2018-01-24,2018-01-24 07:18:54,2018-01-24 09:27:28,"Koramangala","Bangalore",,
28,2018-01-25,2018-01-25 12:21:36,2018-01-25 13:25:09,"Koramangala","Bangalore",12.9355440139771,77.6232223510742
28,2018-01-25,2018-01-25 16:08:18,2018-01-25 17:28:57,"Koramangala","Bangalore",12.9456434249878,77.6289596557617
28,2018-01-25,2018-01-25 13:30:57,2018-01-25 16:07:42,"Koramangala","Bangalore",12.9315643310547,77.6326293945312
28,2018-01-25,2018-01-25 08:31:19,2018-01-25 12:20:15,"Koramangala","Bangalore",12.931131362915,77.632698059082
28,2018-01-27,2018-01-27 06:28:53,2018-01-27 10:17:06,"Koramangala","Bangalore",12.9174327850342,77.6326599121094
28,2018-01-28,2018-01-28 16:20:18,2018-01-28 17:45:42,"Koramangala","Bangalore",12.9399890899658,77.6281051635742
28,2018-01-28,2018-01-28 06:20:43,2018-01-28 09:36:17,"Koramangala","Bangalore",12.9356031417847,77.6211547851562
28,2018-01-28,2018-01-29 03:55:10,2018-01-29 04:41:55,"Koramangala","Bangalore",12.9312057495117,77.632682800293
28,2018-01-28,2018-01-28 13:55:13,2018-01-28 16:20:08,"Koramangala","Bangalore",12.9353008270264,77.6162872314453
28,2018-01-29,2018-01-29 13:29:14,2018-01-29 16:25:02,"Koramangala","Bangalore",12.9441118240356,77.6188659667969
28,2018-01-29,2018-01-29 06:58:34,2018-01-29 09:48:46,"Koramangala","Bangalore",12.9288702011108,77.6343078613281
28,2018-01-30,2018-01-30 06:56:20,2018-01-30 10:00:06,"Koramangala","Bangalore",12.9439392089844,77.6210250854492
28,2018-01-30,2018-01-30 11:18:46,2018-01-30 17:30:18,"Koramangala","Bangalore",12.9408130645752,77.630859375
28,2018-01-30,2018-01-30 10:00:19,2018-01-30 10:27:57,"Koramangala","Bangalore",12.9392509460449,77.6265411376953
28,2018-01-31,2018-01-31 05:36:08,2018-01-31 05:36:20,"Koramangala","Bangalore",,
28,2018-01-31,2018-01-31 06:56:27,2018-01-31 10:14:52,"Koramangala","Bangalore",,
28,2018-01-31,2018-01-31 13:32:57,2018-01-31 14:32:12,"Koramangala","Bangalore",,
28,2018-01-31,2018-01-31 14:39:28,2018-01-31 17:30:32,"Koramangala","Bangalore",,
32,2018-01-08,2018-01-08 06:22:12,2018-01-08 06:22:41,"Koramangala","Bangalore",12.9363641738892,77.6255111694336
32,2018-01-09,2018-01-09 13:26:07,2018-01-09 13:26:21,"Koramangala","Bangalore",12.93239402771,77.6342010498047
32,2018-01-11,2018-01-11 09:56:53,2018-01-11 09:57:20,"Koramangala","Bangalore",12.9363813400269,77.6258697509766
32,2018-01-12,2018-01-13 02:52:37,2018-01-13 02:56:30,"Koramangala","Bangalore",12.9366598129272,77.6118621826172
32,2018-01-19,2018-01-19 05:58:20,2018-01-19 05:59:20,"Koramangala","Bangalore",12.9296474456787,77.6333923339844
32,2018-01-27,2018-01-28 03:32:13,2018-01-28 03:32:44,"Koramangala","Bangalore",12.9333763122559,77.6313095092773
32,2018-01-29,2018-01-30 04:37:54,2018-01-30 04:57:37,"Koramangala","Bangalore",12.9248380661011,77.6355361938477
32,2018-01-29,2018-01-30 03:48:54,2018-01-30 03:49:02,"Koramangala","Bangalore",12.9372081756592,77.6246719360352
32,2018-01-30,2018-01-30 06:15:45,2018-01-30 06:24:02,"Koramangala","Bangalore",12.9492063522339,77.6208572387695
32,2018-01-30,2018-01-30 07:33:50,2018-01-30 10:29:56,"Koramangala","Bangalore",12.9344129562378,77.6174163818359
32,2018-01-30,2018-01-30 06:24:26,2018-01-30 06:24:29,"Koramangala","Bangalore",12.940505027771,77.6308822631836
32,2018-01-30,2018-01-30 07:05:26,2018-01-30 07:26:51,"Koramangala","Bangalore",12.940505027771,77.6308822631836
112,2017-12-31,2018-01-01 03:30:35,2018-01-01 16:26:47,"Koramangala","Bangalore",12.9332628250122,77.623161315918
112,2018-01-01,2018-01-02 04:04:28,2018-01-02 05:52:39,"Koramangala","Bangalore",12.9347219467163,77.6132431030273
112,2018-01-02,2018-01-03 05:10:21,2018-01-03 12:35:42,"Koramangala","Bangalore",12.9358415603638,77.6217422485352
112,2018-01-02,2018-01-02 05:53:38,2018-01-02 16:51:26,"Koramangala","Bangalore",12.9297771453857,77.6217727661133
